date,information_coefficient,p_value
2022-12-29,-0.696105610561056,9.00827752287556e-16
2022-12-30,-0.7548994899489947,1.1758098326690416e-19
2023-01-03,-0.8036483648364835,8.089768080166035e-24
2023-01-04,-0.7733093309330932,4.175245032805199e-21
2023-01-05,-0.7811941194119412,9.067143727639305e-22
2023-01-06,-0.7624482448244824,3.1030615022285384e-20
2023-01-09,-0.706078607860786,2.308775763795166e-16
2023-01-10,-0.662082208220822,6.347774437117519e-14
2023-01-11,-0.5626162616261626,1.1145853190285674e-09
2023-01-12,-0.5803060306030602,2.485468651670704e-10
2023-01-13,-0.5591959195919591,1.4748359013171304e-09
2023-01-17,-0.6183978397839783,7.100755761893741e-12
2023-01-18,-0.5772457245724572,3.242932044549411e-10
2023-01-19,-0.5185118511851184,3.2774335389075635e-08
2023-01-20,-0.20783678367836783,0.037990874582345104
2023-01-23,-0.0958175817581758,0.3429699453613836
2023-01-24,-0.21198919891989196,0.03422864465431439
2023-01-25,-0.14664266426642664,0.14542773150682936
2023-01-26,-0.09731773177317732,0.33543169321879474
2023-01-27,-0.1041224122412241,0.30256956334556306
2023-01-30,-0.09113711371137112,0.3671676180688873
2023-01-31,0.01687368736873687,0.8676633275476189
2023-02-01,0.152019201920192,0.13107673701718828
2023-02-02,0.4604860486048604,1.4309530271130225e-06
2023-02-03,0.4422322232223222,4.094158627753022e-06
2023-02-06,0.36626462646264624,0.00017846171706836222
2023-02-07,0.49947794779477944,1.2226006404663663e-07
2023-02-08,0.44416441644164417,3.673482745659966e-06
2023-02-09,0.3479627962796279,0.00038903491053420475
2023-02-10,0.10659465946594658,0.291171188660191
2023-02-13,0.08291629162916292,0.4121295388900922
2023-02-14,0.09728172817281729,0.3356113715486785
2023-02-15,0.09086108610861086,0.3686266190225851
2023-02-16,0.09461746174617461,0.34907667451465496
2023-02-17,-0.04196819681968196,0.6784433361950373
2023-02-21,-0.1308130813081308,0.19453946540133954
2023-02-22,-0.17035703570357033,0.09015834964373932
2023-02-23,-0.11726372637263724,0.24527284352211554
2023-02-24,-0.1308250825082508,0.1944981769245661
2023-02-27,-0.10003000300030002,0.3220714694879665
2023-02-28,-0.1253165316531653,0.21412078723782518
2023-03-01,-0.19847584758475845,0.047754632345503895
2023-03-02,-0.25177317731773174,0.011506642036566664
